iter	Logloss
410	0.3437383208
411	0.343608321
412	0.3434199119
413	0.3432817989
414	0.3431438054
415	0.3429881026
416	0.3428043887
417	0.3425881126
418	0.342460127
419	0.3423620988
420	0.3422155423
421	0.3420555239
422	0.3419270053
423	0.3417737111
424	0.3416714642
425	0.3414310064
426	0.3412523913
427	0.3411146545
428	0.3410197082
429	0.3408844156
430	0.3408028943
431	0.3406331183
432	0.3404534675
433	0.3402604786
434	0.3401309095
435	0.3399691891
436	0.3398950917
437	0.3398128353
438	0.3396738317
439	0.3395061718
440	0.3393605301
441	0.3392541871
442	0.3391452468
443	0.3389799203
444	0.3388921885
445	0.3387436672
446	0.3385063024
447	0.3384056788
448	0.3383258618
449	0.3381646879
450	0.3379385881
451	0.3378380135
452	0.3377262155
453	0.3376072383
454	0.3374188407
455	0.3373062115
456	0.3371655051
457	0.3370766127
458	0.3369927676
459	0.3367944949
460	0.3365181638
461	0.3363367992
462	0.3362170839
463	0.3360911494
464	0.3359876082
465	0.3358417874
466	0.3357312337
467	0.3355971441
468	0.3354433078
469	0.3353733611
470	0.3352310511
471	0.3350397701
472	0.3349595408
473	0.3347378012
474	0.3346263761
475	0.3344234536
476	0.3342033099
477	0.3340852059
478	0.3339374522
479	0.3337453861
480	0.3335367248
481	0.333417788
482	0.3333508626
483	0.3332713811
484	0.3331004608
485	0.3329200162
486	0.3327988561
487	0.3326455207
488	0.3324630873
489	0.3323254817
490	0.3322707287
491	0.3321385631
492	0.3320079665
493	0.3318547244
494	0.3316160955
495	0.3314570735
496	0.3312607649
497	0.3311509523
498	0.3310118375
499	0.3308762027
500	0.3306765214
501	0.3305283398
502	0.3304185726
503	0.33025931
504	0.3300437096
505	0.3299502834
506	0.3297941233
507	0.3296688151
508	0.3295473601
509	0.3294783035
510	0.3293405304
511	0.3292037931
512	0.3290273909
513	0.3288655911
514	0.3286867539
515	0.3285268117
516	0.3283883068
517	0.3282463062
518	0.3281357657
519	0.3280341794
520	0.3278658956
521	0.3277810487
522	0.3276479331
523	0.3274871241
524	0.3273673898
525	0.3272324385
526	0.3270794506
527	0.3269336601
528	0.3267924982
529	0.3266262577
530	0.3265306892
531	0.3263969942
532	0.3263059482
533	0.3261907402
534	0.3260940568
535	0.325975302
536	0.325840154
537	0.3256420652
538	0.3255210811
539	0.3253583096
540	0.325217409
541	0.3250890252
542	0.3249423331
543	0.3247933466
544	0.32461744
545	0.3244970529
546	0.3243809081
547	0.3242470128
548	0.3241818021
549	0.3239849251
550	0.3239154912
551	0.3237919669
552	0.3237212796
553	0.3236068444
554	0.3234583493
555	0.3233332105
556	0.323199121
557	0.3231077118
558	0.3229524753
559	0.3227855993
560	0.3226779902
561	0.3225668798
562	0.3224622076
563	0.322323553
564	0.3221802464
565	0.3220694873
566	0.3219553647
567	0.3218237911
568	0.321696973
569	0.3215158832
570	0.3214080444
571	0.3213229314
572	0.3212207335
573	0.3211127408
574	0.321028725
575	0.3208823596
576	0.3207937184
577	0.3206440252
578	0.3205177058
579	0.3203890174
580	0.3202324521
581	0.3200994763
582	0.3199520556
583	0.3198109921
584	0.3197021522
585	0.319570542
586	0.3194724698
587	0.3193429357
588	0.3192032094
589	0.3190733691
590	0.3189351401
591	0.3187946154
592	0.3187314183
593	0.3186291194
594	0.3185095057
595	0.3183893946
596	0.3182677221
597	0.318202256
598	0.3181428435
599	0.3179944401
600	0.3178443367
601	0.3176619605
602	0.317524768
603	0.3174402168
604	0.3173077405
605	0.3172181125
606	0.3170808687
607	0.3169823071
608	0.3169269381
609	0.3167868895
610	0.3166206988
611	0.3164930272
612	0.3164080515
613	0.3163204701
614	0.3162061735
615	0.3161261408
616	0.3160228289
617	0.3158708848
618	0.3157681304
619	0.3155994887
620	0.3155231052
621	0.3153636879
622	0.3152671826
623	0.3151856354
624	0.3150758931
625	0.3150021897
626	0.3148776566
627	0.3147356342
628	0.3146408766
629	0.3145203679
630	0.3143695643
631	0.3142951991
632	0.3141699459
633	0.3140365544
634	0.3139106388
635	0.3137880107
636	0.313691751
637	0.3136118795
638	0.313543557
639	0.3134322629
640	0.3133591168
641	0.3132823983
642	0.313196339
643	0.3130365876
644	0.3129386435
645	0.3128056352
646	0.3127383412
647	0.3126673887
648	0.3126035375
649	0.3124003115
650	0.3123089203
651	0.3122300449
652	0.3120779818
653	0.3119723968
654	0.3119227748
655	0.3117961533
656	0.3116623835
657	0.3115317748
658	0.3114404828
659	0.3113287925
660	0.3112338914
661	0.3111587332
662	0.311049372
663	0.3109556197
664	0.3108425739
665	0.3107118895
666	0.3106054633
667	0.31049712
668	0.3103754249
669	0.3102701628
670	0.3102116506
671	0.3100799045
672	0.309917261
673	0.3097882991
674	0.3097107043
675	0.3095886974
676	0.3094935346
677	0.3093882203
678	0.3093307399
679	0.309172117
680	0.3090551417
681	0.3089475995
682	0.3088645935
683	0.3087974622
684	0.3086688427
685	0.3085992367
686	0.3084875428
687	0.3084027801
688	0.3082839953
689	0.3082149384
690	0.3080862524
691	0.3080011307
692	0.3079113982
693	0.3077981609
694	0.3076432289
695	0.3075511825
696	0.307455122
697	0.3073564745
698	0.3072641757
699	0.3072190175
700	0.3071325728
701	0.3069976014
702	0.3068824927
703	0.3068056436
704	0.3067205829
705	0.306660194
706	0.306524369
707	0.3064101702
708	0.306335869
709	0.3061954358
710	0.3061412934
711	0.3060878145
712	0.3060120266
713	0.3059089943
714	0.3057734428
715	0.305633186
716	0.3055198498
717	0.3053942185
718	0.3053400386
719	0.3052597012
720	0.305191688
721	0.3051453237
722	0.3050231767
723	0.3048677632
724	0.3047757372
725	0.3046581565
726	0.3045153844
727	0.3044112918
728	0.3043345416
729	0.3042118019
730	0.3041189617
731	0.3039887324
732	0.3039161911
733	0.3038056738
734	0.3037083052
735	0.3036228025
736	0.3034633779
737	0.3033454275
738	0.3032714406
739	0.3032017196
740	0.3030974434
741	0.3029907008
742	0.3028628554
743	0.3027922514
744	0.302700599
745	0.3025984674
746	0.3024903583
747	0.3023807844
748	0.3022592612
749	0.3021576377
750	0.3021091768
751	0.3020234917
752	0.3019603593
753	0.3018801222
754	0.3017909758
755	0.3016854717
756	0.3016021377
757	0.3015328979
758	0.3014224699
759	0.3013772096
760	0.3012927634
761	0.3012065629
762	0.3011305014
763	0.3010437447
764	0.3009646462
765	0.3008502427
766	0.300794268
767	0.3007373104
768	0.3006399986
769	0.3006058708
770	0.3005245024
771	0.3004468279
772	0.3003365548
773	0.3002536354
774	0.3001234874
775	0.3000355866
776	0.2999596013
777	0.2999082689
778	0.2998219109
779	0.2996961026
780	0.299607751
781	0.2994548734
782	0.2993851555
783	0.2992400709
784	0.2991328934
785	0.2990510531
786	0.2989718095
787	0.2988369895
788	0.2987217512
789	0.2986640372
790	0.2985586474
791	0.2984962882
792	0.2984358583
793	0.2983857187
794	0.2982997347
795	0.2981702506
796	0.2980815453
797	0.2979966366
798	0.2978931115
799	0.2978331025
800	0.2977663915
801	0.297682114
802	0.2975950496
803	0.2974868169
804	0.2973650312
805	0.2972972829
806	0.2971573348
807	0.2970400282
808	0.2969701824
809	0.2969144416
810	0.2967780875
811	0.2967157837
812	0.2966302247
813	0.2965226641
814	0.2964000062
815	0.2963475771
816	0.2962289016
817	0.2961157905
818	0.2960110005
819	0.2958822835
820	0.2957288717
821	0.2956229331
822	0.2955253173
823	0.2954434884
824	0.2953371515
825	0.2952298318
826	0.2951501035
827	0.2950560948
828	0.2950059589
829	0.2949314511
830	0.2948612764
831	0.2947733272
832	0.2947279355
833	0.294628907
834	0.2945077886
835	0.2943661671
836	0.2942942463
837	0.2942409939
838	0.2941863976
839	0.2940883848
840	0.2940362441
841	0.2939512973
842	0.2938613013
843	0.2937540857
844	0.293598827
845	0.2934642413
846	0.2933944703
847	0.2933262604
848	0.2932725276
849	0.2931623115
850	0.2930539151
851	0.2929147965
852	0.2928135837
853	0.2927312752
854	0.2926028941
855	0.2925315666
856	0.2924462141
857	0.2923296145
858	0.2922899283
859	0.2922207039
860	0.2921510404
861	0.2920262709
862	0.2919033794
863	0.2918363462
864	0.2917431191
865	0.291685951
866	0.2916184856
867	0.2915464858
868	0.291414348
869	0.291322373
870	0.2912651839
871	0.2911954502
872	0.2910741556
873	0.2909728191
874	0.2909079206
875	0.2908750655
876	0.2908279492
877	0.2907253994
878	0.2906293919
879	0.2905215708
880	0.2903897461
881	0.2903125957
882	0.2901982663
883	0.29009838
884	0.2899537691
885	0.2898773989
886	0.2897864011
887	0.2896942415
888	0.2896111766
889	0.28954045
890	0.2895015733
891	0.2894088792
892	0.2892986052
893	0.2892289059
894	0.2891294984
895	0.2890362704
896	0.2889721153
897	0.2888806924
898	0.2887813875
899	0.2887043498
900	0.288590359
901	0.2885188854
902	0.2884660988
903	0.2883857961
904	0.2882947688
905	0.2881872208
906	0.2880607323
907	0.2879823688
908	0.2878683264
909	0.2877872628
910	0.2877406772
911	0.2876414596
912	0.2875862552
913	0.2875407373
914	0.2874517251
915	0.28738797
916	0.2873165191
917	0.2872715968
918	0.2872129589
919	0.2871671452
920	0.28712043
921	0.2870580955
922	0.2869975323
923	0.2869155138
924	0.2868106245
925	0.2867208168
926	0.2866552881
927	0.2866079327
928	0.2865593023
929	0.2864933047
930	0.2864271844
931	0.2863107441
932	0.2862161931
933	0.2861511609
934	0.2860665728
935	0.2859712993
936	0.2858159431
937	0.2857722533
938	0.2857221697
939	0.2856210478
940	0.2855158078
941	0.2854103307
942	0.2853479256
943	0.2852545287
944	0.2851096389
945	0.2849894592
946	0.2849055209
947	0.2848129427
948	0.2847384181
949	0.2846943432
950	0.2846519927
951	0.2845779682
952	0.2845206618
953	0.2844810536
954	0.2844400363
955	0.2843718269
956	0.2842939762
957	0.2841833612
958	0.2840952617
959	0.2840150103
960	0.2839228004
961	0.2838479984
962	0.2837346863
963	0.2836647869
964	0.2836075055
965	0.2835392802
966	0.2834782611
967	0.2834226937
968	0.2833217363
969	0.2832247388
970	0.2831865791
971	0.2831255709
972	0.2830952889
973	0.28304736
974	0.282993076
975	0.2829145021
976	0.2828029579
977	0.2827251135
978	0.2826905141
979	0.2825881158
980	0.2825286456
981	0.2824463255
982	0.2823374559
983	0.2822667696
984	0.2821580673
985	0.2820593047
986	0.2820080502
987	0.2819430808
988	0.2818735287
989	0.2818233979
990	0.2817596926
991	0.2816381149
992	0.2815445545
993	0.2814740711
994	0.2813982162
995	0.2813180987
996	0.2811907715
997	0.281081529
998	0.2810219629
999	0.2809598999
